Mod:Item:MetaData, Localized Name
rustic:elixir, item.rustic.elixir.name
rustic:tomato, Tomato
rustic:tomato_seeds, Tomato Seeds
rustic:chili_pepper, Chili Pepper
rustic:chili_pepper_seeds, Chili Pepper Seeds
rustic:wildberries, Wildberries
rustic:grapes, Grapes
rusticthaumaturgy:cinderfire_wort, Cinderfire Wort
rusticthaumaturgy:shimmerdew_wort, Shimmerdew Wort
rusticthaumaturgy:viscous_wort, Viscous Wort
rusticthaumaturgy:cinderfire_whiskey, Cinderfire Whiskey
rusticthaumaturgy:shimmerdew_spirits, Shimmerdew Spirits
rusticthaumaturgy:viscous_brew, Viscous Brew
rusticthaumaturgy:candle_brass, Brass Candle
rusticthaumaturgy:chain_brass, Brass Chain
rusticthaumaturgy:chandelier_brass, Brass Chandelier Ring
rusticthaumaturgy:lantern_brass, Brass Lantern
rusticthaumaturgy:chair_greatwood, Greatwood Chair
rusticthaumaturgy:chair_silverwood, Silverwood Chair
rusticthaumaturgy:table_greatwood, Greatwood Table
rusticthaumaturgy:table_silverwood, Silverwood Table
rusticthaumaturgy:sconce_aer,  Aer Crystal Sconce
rusticthaumaturgy:sconce_brass_aer,  Aer Crystal Brass Sconce
rusticthaumaturgy:sconce_terra, Terra Crystal Sconce
rusticthaumaturgy:sconce_brass_terra, Terra Crystal Brass Sconce
rusticthaumaturgy:sconce_ignis, Ignis Crystal Sconce
rusticthaumaturgy:sconce_brass_ignis, Ignis Crystal Brass Sconce
rusticthaumaturgy:sconce_aqua, Aqua Crystal Sconce
rusticthaumaturgy:sconce_brass_aqua, Aqua Crystal Brass Sconce
rusticthaumaturgy:sconce_ordo, Ordo Crystal Sconce
rusticthaumaturgy:sconce_brass_ordo, Ordo Crystal Brass Sconce
rusticthaumaturgy:sconce_perditio, Perditio Crystal Sconce
rusticthaumaturgy:sconce_brass_perditio, Perditio Crystal Brass Sconce
rusticthaumaturgy:sconce_vacuos, Vacuos Crystal Sconce
rusticthaumaturgy:sconce_brass_vacuos, Vacuos Crystal Brass Sconce
rusticthaumaturgy:sconce_lux, Lux Crystal Sconce
rusticthaumaturgy:sconce_brass_lux, Lux Crystal Brass Sconce
rusticthaumaturgy:sconce_motus, Motus Crystal Sconce
rusticthaumaturgy:sconce_brass_motus, Motus Crystal Brass Sconce
rusticthaumaturgy:sconce_gelum, Gelum Crystal Sconce
rusticthaumaturgy:sconce_brass_gelum, Gelum Crystal Brass Sconce
rusticthaumaturgy:sconce_vitreus, Vitreus Crystal Sconce
rusticthaumaturgy:sconce_brass_vitreus, Vitreus Crystal Brass Sconce
rusticthaumaturgy:sconce_metallum, Metallum Crystal Sconce
rusticthaumaturgy:sconce_brass_metallum, Metallum Crystal Brass Sconce
rusticthaumaturgy:sconce_victus, Victus Crystal Sconce
rusticthaumaturgy:sconce_brass_victus, Victus Crystal Brass Sconce
rusticthaumaturgy:sconce_mortuus, Mortuus Crystal Sconce
rusticthaumaturgy:sconce_brass_mortuus, Mortuus Crystal Brass Sconce
rusticthaumaturgy:sconce_potentia, Potentia Crystal Sconce
rusticthaumaturgy:sconce_brass_potentia, Potentia Crystal Brass Sconce
rusticthaumaturgy:sconce_permutatio, Permutatio Crystal Sconce
rusticthaumaturgy:sconce_brass_permutatio, Permutatio Crystal Brass Sconce
rusticthaumaturgy:sconce_praecantatio, Praecantatio Crystal Sconce
rusticthaumaturgy:sconce_brass_praecantatio, Praecantatio Crystal Brass Sconce
rusticthaumaturgy:sconce_auram, Auram Crystal Sconce
rusticthaumaturgy:sconce_brass_auram, Auram Crystal Brass Sconce
rusticthaumaturgy:sconce_alkimia, Alkimia Crystal Sconce
rusticthaumaturgy:sconce_brass_alkimia, Alkimia Crystal Brass Sconce
rusticthaumaturgy:sconce_vitium, Vitium Crystal Sconce
rusticthaumaturgy:sconce_brass_vitium, Vitium Crystal Brass Sconce
rusticthaumaturgy:sconce_tenebrae, Tenebrae Crystal Sconce
rusticthaumaturgy:sconce_brass_tenebrae, Tenebrae Crystal Brass Sconce
rusticthaumaturgy:sconce_alienis, Alienis Crystal Sconce
rusticthaumaturgy:sconce_brass_alienis, Alienis Crystal Brass Sconce
rusticthaumaturgy:sconce_volatus, Volatus Crystal Sconce
rusticthaumaturgy:sconce_brass_volatus, Volatus Crystal Brass Sconce
rusticthaumaturgy:sconce_herba, Herba Crystal Sconce
rusticthaumaturgy:sconce_brass_herba, Herba Crystal Brass Sconce
rusticthaumaturgy:sconce_instrumentum, Instrumentum Crystal Sconce
rusticthaumaturgy:sconce_brass_instrumentum, Instrumentum Crystal Brass Sconce
rusticthaumaturgy:sconce_fabrico, Fabrico Crystal Sconce
rusticthaumaturgy:sconce_brass_fabrico, Fabrico Crystal Brass Sconce
rusticthaumaturgy:sconce_machina, Machina Crystal Sconce
rusticthaumaturgy:sconce_brass_machina, Machina Crystal Brass Sconce
rusticthaumaturgy:sconce_vinculum, Vinculum Crystal Sconce
rusticthaumaturgy:sconce_brass_vinculum, Vinculum Crystal Brass Sconce
rusticthaumaturgy:sconce_spiritus, Spiritus Crystal Sconce
rusticthaumaturgy:sconce_brass_spiritus, Spiritus Crystal Brass Sconce
rusticthaumaturgy:sconce_cognitio, Cognitio Crystal Sconce
rusticthaumaturgy:sconce_brass_cognitio, Cognitio Crystal Brass Sconce
rusticthaumaturgy:sconce_sensus, Sensus Crystal Sconce
rusticthaumaturgy:sconce_brass_sensus, Sensus Crystal Brass Sconce
rusticthaumaturgy:sconce_aversio, Aversio Crystal Sconce
rusticthaumaturgy:sconce_brass_aversio, Aversio Crystal Brass Sconce
rusticthaumaturgy:sconce_praemunio, Praemunio Crystal Sconce
rusticthaumaturgy:sconce_brass_praemunio, Praemunio Crystal Brass Sconce
rusticthaumaturgy:sconce_desiderium, Desiderium Crystal Sconce
rusticthaumaturgy:sconce_brass_desiderium, Desiderium Crystal Brass Sconce
rusticthaumaturgy:sconce_exanimis, Exanimis Crystal Sconce
rusticthaumaturgy:sconce_brass_exanimis, Exanimis Crystal Brass Sconce
rusticthaumaturgy:sconce_bestia, Bestia Crystal Sconce
rusticthaumaturgy:sconce_brass_bestia, Bestia Crystal Brass Sconce
rusticthaumaturgy:sconce_humanus, Humanus Crystal Sconce
rusticthaumaturgy:sconce_brass_humanus, Humanus Crystal Brass Sconce
rusticthaumaturgy:dust_tiny_blaze,  Tiny Pile of Blaze Dust
rusticthaumaturgy:cindermote, Cindermote
rusticthaumaturgy:shimmerpetal, Shimmerpetal
rusticthaumaturgy:viscap, Viscap
rusticthaumaturgy:cindermote_seeds, Cindermote Seeds
rusticthaumaturgy:shimmerpetal_bulb, Shimmerpetal Bulb
rusticthaumaturgy:viscap_spores, Viscap Spores
sonarcore:reinforcedstoneblock, Reinforced Stone
sonarcore:reinforcedstonestairs, Reinforced Stone Stairs
sonarcore:reinforcedstonefence, Reinforced Stone Fence
sonarcore:reinforcedstonegate, Reinforced Stone Gate
sonarcore:reinforcedstonebrick, Reinforced Stone Brick
sonarcore:reinforcedstonebrickstairs, Reinforced Stone Brick Stairs
sonarcore:reinforcedstonebrickfence, Reinforced Stone Brick Fence
sonarcore:reinforcedstonebrickgate, Reinforced Stone Brick Gate
sonarcore:reinforceddirtblock, Reinforced Dirt
sonarcore:reinforceddirtstairs, Reinforced Dirt Stairs
sonarcore:reinforceddirtfence, Reinforced Dirt Fence
sonarcore:reinforceddirtgate, Reinforced Dirt Gate
sonarcore:reinforceddirtbrick, Reinforced Dirt Brick
sonarcore:reinforceddirtbrickstairs, Reinforced Dirt Brick Stairs
sonarcore:reinforceddirtbrickfence, Reinforced Dirt Brick Fence
sonarcore:reinforceddirtbrickgate, Reinforced Dirt Brick Gate
sonarcore:stablestone_normal, Stable Stone
sonarcore:stablestonerimmed_normal, Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_normal, Rimmed Black Stable Stone
sonarcore:stablestone_black, Black Stable Stone
sonarcore:stablestonerimmed_black, Black Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_black, Black Rimmed Black Stable Stone
sonarcore:stablestone_blue, Blue Stable Stone
sonarcore:stablestonerimmed_blue, Blue Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_blue, Blue Rimmed Black Stable Stone
sonarcore:stablestone_brown, Brown Stable Stone
sonarcore:stablestonerimmed_brown, Brown Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_brown, Brown Rimmed Black Stable Stone
sonarcore:stablestone_cyan, Cyan Stable Stone
sonarcore:stablestonerimmed_cyan, Cyan Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_cyan, Cyan Rimmed Black Stable Stone
sonarcore:stablestone_green, Green Stable Stone
sonarcore:stablestonerimmed_green, Green Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_green, Green Rimmed Black Stable Stone
sonarcore:stablestone_lightblue, Light Blue Stable Stone
sonarcore:stablestonerimmed_lightblue, Light Blue Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lightblue, Light Blue Rimmed Black Stable Stone
sonarcore:stablestone_lightgrey, Light Stable Stone
sonarcore:stablestonerimmed_lightgrey, Light Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lightgrey, Light Rimmed Black Stable Stone
sonarcore:stablestone_lime, Lime Stable Stone
sonarcore:stablestonerimmed_lime, Lime Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lime, Lime Rimmed Black Stable Stone
sonarcore:stablestone_magenta, Magenta Stable Stone
sonarcore:stablestonerimmed_magenta, Magenta Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_magenta, Magenta Rimmed Black Stable Stone
sonarcore:stablestone_orange, Orange Stable Stone
sonarcore:stablestonerimmed_orange, Orange Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_orange, Orange Rimmed Black Stable Stone
sonarcore:stablestone_pink, Pink Stable Stone
sonarcore:stablestonerimmed_pink, Pink Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_pink, Pink Rimmed Black Stable Stone
sonarcore:stablestone_plain, Plain Stable Stone
sonarcore:stablestonerimmed_plain, Plain Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_plain, Plain Rimmed Black Stable Stone
sonarcore:stablestone_purple, Purple Stable Stone
sonarcore:stablestonerimmed_purple, Purple Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_purple, Purple Rimmed Black Stable Stone
sonarcore:stablestone_red, Red Stable Stone
sonarcore:stablestonerimmed_red, Red Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_red, Red Rimmed Black Stable Stone
sonarcore:stablestone_yellow, Yellow Stable Stone
sonarcore:stablestonerimmed_yellow, Yellow Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_yellow, Yellow Rimmed Black  Stable Stone
sonarcore:stableglass, Stable Glass
sonarcore:clearstableglass, Clear Stable Glass
tg:terra_focus:0, Focus (Taiga)
tg:terra_focus:1, Focus (Desert)
tg:terra_focus:2, Focus (Hell)
tg:terra_focus:3, Focus (Jungle)
tg:terra_focus:4, Focus (Mushroom)
tg:terra_focus:5, Focus (Plains)
tg:terra_focus:6, Focus (Ice Plains)
tg:terra_focus:7, Focus (Forest)
tg:terra_focus:8, Focus (Swamp)
tg:terra_focus:9, Focus (Savanna)
thaumadditions:mithrillium_nugget, Mithrillium Nugget
thaumadditions:adaminite_nugget, Adaminite Nugget
thaumadditions:mithminite_nugget, Mithminite Nugget
thaumadditions:mithrillium_ingot, Mithrillium Ingot
thaumadditions:adaminite_ingot, Adaminite Ingot
thaumadditions:mithminite_ingot, Mithminite Ingot
thaumadditions:mithrillium_plate, Mithrillium Plate
thaumadditions:adaminite_plate, Adaminite Plate
thaumadditions:mithminite_plate, Mithminite Plate
thaumadditions:adaminite_fabric, Adaminite Fabric
thaumadditions:mithminite_fabric, Mithminite Fabric
thaumadditions:mithrillium_resonator, Mithrillium Resonator
thaumadditions:levitation_device, Flight Device
thaumadditions:seal_globe, Seal Globe
thaumadditions:odour_powder, Odour Powder
thaumadditions:phantom_ink_phial, Phial of Phantom Ink
thaumadditions:mithminite_blade, Mithminite Blade
thaumadditions:mithminite_handle, Mithminite Handle
thaumadditions:zeith_fur, Blue Wolf Fur
thaumadditions:blue_bone, Blue Bone
thaumadditions:fragnant_pendant, Fragrant Pendant
thaumadditions:recharge_charm, Recharge Charm
thaumadditions:traveller_belt, Belt of the Traveller
thaumadditions:striding_belt, Striding Belt
thaumadditions:meteor_belt, Belt of the Meteor
thaumadditions:bone_eye, Bone-eye
thaumadditions:vis_scribing_tools, Vis Scribing Tools
thaumadditions:void_thaumometer, Void Thaumometer
thaumadditions:wormhole_mirror, Wormhole Mirror
thaumadditions:void_elemental_pickaxe, Void Pickaxe of the Core
thaumadditions:void_elemental_shovel, Void Shovel of the Earthmover
thaumadditions:void_elemental_axe, Void Axe of the Stream
thaumadditions:void_elemental_hoe, Void Hoe of Growth
thaumadditions:shadow_beam_staff, Shadow Beam Staff
thaumadditions:essentia_pistol, Essentia Pistol
thaumadditions:the_beheader, The Beheader
thaumadditions:adaminite_sword, Adaminite Sword
thaumadditions:mithminite_scythe, Mithminite Scythe
thaumadditions:adaminite_hood, Adaminite Hood
thaumadditions:adaminite_robe, Adaminite Robe
thaumadditions:adaminite_belt, Adaminite Belt
thaumadditions:adaminite_boots, Adaminite Boots
thaumadditions:mithminite_hood, Mithminite Hood
thaumadditions:mithminite_robe, Mithminite Robe
thaumadditions:mithminite_belt, Mithminite Belt
thaumadditions:mithminite_boots, Mithminite Boots
thaumadditions:dna_sample, Entity Cell
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:seal_symbol, Seal Symbol: @ASPECT
thaumadditions:vis_pod, %s Vis Pod
thaumadditions:vis_seeds, %s Vis Seeds
thaumadditions:void_seed, Void Seed
thaumadditions:chester, Chester
thaumadditions:knowledge_tome, Tome of Sharing
thaumadditions:disenchant_fabric, Fabric of Disenchantment
thaumadditions:crystal_bag, Crystal Bag
thaumadditions:void_fruit, Void Fruit
thaumadditions:mithrillium_smelter, Mithrillium Smeltery
thaumadditions:adaminite_smelter, Adaminite Smeltery
thaumadditions:mithminite_smelter, Mithminite Smeltery
thaumadditions:aura_disperser, Aura Disperser
thaumadditions:aspect_combiner, Essentia Combiner
thaumadditions:aura_charger, Aura Charger
thaumadditions:crystal_crusher, Crystal Crusher
thaumadditions:crystal_bore, Crystal Bore
thaumadditions:entity_summoner, Entity Summoner
thaumadditions:puriflower, Puriflower
thaumadditions:flux_concentrator, Flux Concentrator
thaumadditions:cake, Arcane Cake
thaumadditions:dawn_totem, Totem of Dawn
thaumadditions:twilight_totem, Twilight Totem
thaumadditions:growth_chamber, Crystal Growth Chamber
thaumadditions:seal, Arcane Seal
thaumadditions:shadow_enchanter, Shadow Enchanter
thaumadditions:thaumic_lectern, Thaumonomicon Lectern
thaumadditions:void_anvil, Void Anvil
thaumadditions:essentia_sink, Essentia Sink
thaumadditions:jar_brass, Brass Warded Jar
thaumadditions:jar_thaumium, Thaumium Reinforced Jar
thaumadditions:jar_eldritch, Void Reinforced Jar
thaumadditions:jar_mithrillium, Mithrillium Fortified Jar
thaumadditions:jar_adaminite, Adaminite Fortified Jar
thaumadditions:jar_mithminite, Mithminite Fortified Jar
thaumadditions:crystal_block, @ASPECT Crystal Block
thaumadditions:taintkin, Taintkin
thaumadditions:taintkin_lit, Taint o' Lantern
thaumadditions:mithrillium_block, Mithrillium Block
thaumadditions:adaminite_block, Adaminite Block
thaumadditions:mithminite_block, Mithminite Block
thaumadditions:taintwood_planks, Taintwood Planks
thaumadditions:chiseled_amber_block, Chiseled Amber Block
thaumadditions:iron_framed_greatwood, Iron Framed Greatwood
thaumadditions:brass_plated_silverwood, Brass Plated Silverwood
thaumadditions:chiseled_greatwood, Chiseled Greatwood
thaumadditions:amber_lamp, Amber Lamp
thaumadditions:crystal_lamp, Crystal Lamp
thaumadditions:vis_seeds/aer, item.thaumadditions:vis_seeds/aer.name
thaumadditions:vis_seeds/terra, item.thaumadditions:vis_seeds/terra.name
